Date,CR Below WG Flow,FR Above Con,CR Below Lake Granby Flow,CR Near Lake Granby Flow,WC Below Res Flow,AssumedFraserFlow,difference
2023-09-03T00:00:00Z,138,NA,55.4,55.3,4.09,78.61,NA
2023-09-04T00:00:00Z,152,NA,55.4,54.3,4.2,93.5,NA
2023-09-05T00:00:00Z,152,NA,55.4,54.2,4.23,93.57,NA
2023-09-06T00:00:00Z,149,NA,55.4,54,NA,NA,NA
2023-09-07T00:00:00Z,143,NA,55.4,53.6,4.23,85.17,NA
2023-09-08T00:00:00Z,137,NA,55.4,53.1,4.23,79.67,NA
2023-09-09T00:00:00Z,137,NA,55.4,53.1,4.24,79.66,NA
2023-09-10T00:00:00Z,139,NA,55.4,53.6,4.28,81.12,NA
2023-09-11T00:00:00Z,143,NA,55.4,54.3,4.37,84.33000000000001,NA
2023-09-12T00:00:00Z,144,NA,45.9,48.3,12.7,83,NA
2023-09-13T00:00:00Z,136,NA,24.9,31.6,34.4,70,NA
2023-09-14T00:00:00Z,137,NA,40.9,41.1,22.6,73.3,NA
2023-09-15T00:00:00Z,150,NA,54.2,53.6,4.33,92.07,NA
2023-09-16T00:00:00Z,143,NA,53.5,53.1,4.23,85.67,NA
2023-09-17T00:00:00Z,125,NA,53.2,53.4,4.23,67.37,NA
2023-09-18T00:00:00Z,118,NA,53.2,52.5,4.23,61.269999999999996,NA
2023-09-19T00:00:00Z,118,NA,53.2,53.3,4.23,60.47,NA
2023-09-20T00:00:00Z,118,NA,53.2,52.7,4.24,61.059999999999995,NA
2023-09-21T00:00:00Z,117,NA,53.2,52.6,4.23,60.17,NA
2023-09-22T00:00:00Z,113,NA,65.1,52.9,4.24,55.86,NA
2023-09-23T00:00:00Z,116,NA,71.8,54.5,4.24,57.26,NA
2023-09-24T00:00:00Z,114,NA,69.8,53.3,4.23,56.47,NA
2023-09-25T00:00:00Z,116,NA,66.4,53.2,4.26,58.54,NA
2023-09-26T00:00:00Z,101,NA,47.4,37.3,4.24,59.46,NA
2023-09-27T00:00:00Z,104,NA,47,38.1,4.23,61.67,NA
2023-09-28T00:00:00Z,105,NA,47,39,4.23,61.769999999999996,NA
2023-09-29T00:00:00Z,103,NA,45.4,38.4,4.27,60.33,NA
2023-09-30T00:00:00Z,97,NA,39.2,34,4.39,58.61,NA
2023-10-01T00:00:00Z,89.5,NA,22.4,NA,7.2,NA,NA
2023-10-02T00:00:00Z,91.3,NA,22.4,NA,7.5,NA,NA
2023-10-03T00:00:00Z,96.5,NA,22.1,NA,7.56,NA,NA
2023-10-04T00:00:00Z,92.6,NA,22.8,NA,7.42,NA,NA
2023-10-05T00:00:00Z,90.8,NA,22.9,NA,7.39,NA,NA
2023-10-06T00:00:00Z,89.9,NA,22.5,NA,6.95,NA,NA
2023-10-07T00:00:00Z,89.3,NA,22.5,NA,6.82,NA,NA
2023-10-08T00:00:00Z,89.7,NA,22.5,NA,7.08,NA,NA
2023-10-09T00:00:00Z,88.2,NA,22.5,NA,7.11,NA,NA
2023-10-10T00:00:00Z,92.1,NA,22.5,NA,7.2,NA,NA
2023-10-11T00:00:00Z,95.9,NA,22.5,NA,7.39,NA,NA
2023-10-12T00:00:00Z,108,NA,22.5,NA,7.14,NA,NA
2023-10-13T00:00:00Z,108,NA,22.4,NA,7.05,NA,NA
2023-10-14T00:00:00Z,102,NA,22.4,NA,7.11,NA,NA
2023-10-15T00:00:00Z,97.4,NA,22.5,NA,7.15,NA,NA
2023-10-16T00:00:00Z,94.4,NA,22.5,NA,7.37,NA,NA
2023-10-17T00:00:00Z,95.1,NA,22.5,NA,7.4,NA,NA
2023-10-18T00:00:00Z,96.3,NA,22.5,NA,7.4,NA,NA
2023-10-19T00:00:00Z,95.3,NA,22.5,NA,7.4,NA,NA
2023-10-20T00:00:00Z,96.5,NA,22.5,NA,11.1,NA,NA
2023-10-21T00:00:00Z,129,NA,22.6,NA,53.7,NA,NA
2023-10-22T00:00:00Z,142,NA,22.9,NA,54.4,NA,NA
2023-10-23T00:00:00Z,140,NA,22.9,NA,54.5,NA,NA
2023-10-24T00:00:00Z,133,NA,23,NA,54.5,NA,NA
2023-10-25T00:00:00Z,149,NA,23,NA,54.2,NA,NA
2023-10-26T00:00:00Z,149,NA,23,NA,53.9,NA,NA
2023-10-27T00:00:00Z,145,NA,22.7,NA,53.9,NA,NA
2023-10-28T00:00:00Z,156,NA,22.5,NA,53.9,NA,NA
2023-10-29T00:00:00Z,163,NA,22.5,NA,53.6,NA,NA
2023-10-30T00:00:00Z,139,NA,22.5,NA,53.5,NA,NA
2023-10-31T00:00:00Z,133,NA,22.5,NA,53.7,NA,NA
2023-11-01T00:00:00Z,142,NA,22.8,NA,53.7,NA,NA
2023-11-02T00:00:00Z,150,NA,23,NA,53.9,NA,NA
2023-11-03T00:00:00Z,160,NA,22.7,NA,53.9,NA,NA
2023-11-04T00:00:00Z,162,NA,22.5,NA,53.9,NA,NA
2023-11-05T00:00:00Z,155,NA,22.5,NA,50.7,NA,NA
2023-11-06T00:00:00Z,133,NA,22.5,NA,23.3,NA,NA
2023-11-07T00:00:00Z,131,NA,22.5,NA,37.6,NA,NA
2023-11-08T00:00:00Z,133,NA,22.5,NA,18.4,NA,NA
2023-11-09T00:00:00Z,111,NA,22.5,NA,12.7,NA,NA
2023-11-10T00:00:00Z,99.1,NA,22.5,NA,13,NA,NA
2023-11-11T00:00:00Z,96.3,NA,22.5,NA,14.7,NA,NA
2023-11-12T00:00:00Z,105,NA,22.5,NA,21,NA,NA
2023-11-13T00:00:00Z,105,NA,22.5,NA,16.5,NA,NA
2023-11-14T00:00:00Z,102,NA,22.4,NA,21.6,NA,NA
2023-11-15T00:00:00Z,108,NA,22.8,NA,27.9,NA,NA
2023-11-16T00:00:00Z,113,NA,23,NA,18.2,NA,NA
2023-11-17T00:00:00Z,122,NA,23,NA,23.2,NA,NA
2023-11-18T00:00:00Z,117,NA,21.2,NA,28.8,NA,NA
2023-11-19T00:00:00Z,126,NA,19.6,NA,31.2,NA,NA
2023-11-20T00:00:00Z,124,NA,19.2,NA,31.2,NA,NA
2023-11-21T00:00:00Z,121,NA,19.2,NA,31.4,NA,NA
2023-11-22T00:00:00Z,109,NA,19.2,NA,31.6,NA,NA
2023-11-23T00:00:00Z,111,NA,19.2,NA,31.7,NA,NA
2023-11-24T00:00:00Z,112,NA,19.2,NA,31.7,NA,NA
2023-11-25T00:00:00Z,113,NA,19.2,NA,31.3,NA,NA
2023-11-26T00:00:00Z,108,NA,19.2,NA,23.3,NA,NA
2023-11-27T00:00:00Z,99.6,NA,19.2,NA,14.1,NA,NA
2023-11-28T00:00:00Z,86.7,NA,19.2,NA,12.8,NA,NA
2023-11-29T00:00:00Z,87.3,NA,19.2,NA,14.4,NA,NA
2023-11-30T00:00:00Z,87.7,NA,19.2,NA,15,NA,NA
2023-12-01T00:00:00Z,88.1,NA,19.2,NA,21.5,NA,NA
2023-12-02T00:00:00Z,88.3,NA,19.2,NA,15.9,NA,NA
2023-12-03T00:00:00Z,88.5,NA,19.2,NA,18.4,NA,NA
2023-12-04T00:00:00Z,88.7,NA,19.2,NA,22.3,NA,NA
2023-12-05T00:00:00Z,89,NA,19.1,NA,30.4,NA,NA
2023-12-06T00:00:00Z,89.3,NA,19.2,NA,19.6,NA,NA
2023-12-07T00:00:00Z,89.8,NA,19.1,NA,23.2,NA,NA
2023-12-08T00:00:00Z,89.8,NA,19.1,NA,15.8,NA,NA
2023-12-09T00:00:00Z,89.8,NA,18.9,NA,21.2,NA,NA
2023-12-10T00:00:00Z,90,NA,19,NA,17.2,NA,NA
2023-12-11T00:00:00Z,90.2,NA,19.1,NA,19.4,NA,NA
2023-12-12T00:00:00Z,90.3,NA,19,NA,19.7,NA,NA
2023-12-13T00:00:00Z,90.9,NA,18.9,NA,22.4,NA,NA
2023-12-14T00:00:00Z,91.6,NA,19.2,NA,22.3,NA,NA
2023-12-15T00:00:00Z,92.9,NA,19.2,NA,12.7,NA,NA
2023-12-16T00:00:00Z,93.2,NA,19.2,NA,23.2,NA,NA
2023-12-17T00:00:00Z,93.9,NA,19.2,NA,15.4,NA,NA
2023-12-18T00:00:00Z,94.8,NA,19.2,NA,15.5,NA,NA
2023-12-19T00:00:00Z,95.2,NA,19,NA,20.5,NA,NA
2023-12-20T00:00:00Z,95.6,NA,19.2,NA,15.4,NA,NA
2023-12-21T00:00:00Z,96.3,NA,19.2,NA,6,NA,NA
2023-12-22T00:00:00Z,96.9,NA,19.7,NA,6.01,NA,NA
2023-12-23T00:00:00Z,97.2,NA,19.7,NA,6.12,NA,NA
2023-12-24T00:00:00Z,97.4,NA,19.7,NA,6.26,NA,NA
2023-12-25T00:00:00Z,97.5,NA,19.7,NA,5.77,NA,NA
2023-12-26T00:00:00Z,97.5,NA,19.7,NA,5.82,NA,NA
2023-12-27T00:00:00Z,97.6,NA,19.7,NA,5.7,NA,NA
2023-12-28T00:00:00Z,97.8,NA,19.7,NA,5.6,NA,NA
2023-12-29T00:00:00Z,97.9,NA,19.7,NA,5.82,NA,NA
2023-12-30T00:00:00Z,98.1,NA,19.7,NA,7,NA,NA
2023-12-31T00:00:00Z,98.3,NA,19.7,NA,7.04,NA,NA
2024-01-01T00:00:00Z,98.4,NA,19.7,NA,7.12,NA,NA
2024-01-02T00:00:00Z,98.6,NA,19.7,NA,7.19,NA,NA
2024-01-03T00:00:00Z,98.6,NA,19.7,NA,7.01,NA,NA
2024-01-04T00:00:00Z,98.6,NA,19.7,NA,7.11,NA,NA
2024-01-05T00:00:00Z,98.6,NA,19.7,NA,7.13,NA,NA
2024-01-06T00:00:00Z,98.6,NA,19.7,NA,7.12,NA,NA
2024-01-07T00:00:00Z,98.7,NA,19.7,NA,7.14,NA,NA
2024-01-08T00:00:00Z,98.9,NA,19.7,NA,7.19,NA,NA
2024-01-09T00:00:00Z,99,NA,19.7,NA,7.47,NA,NA
2024-01-10T00:00:00Z,99,NA,19.7,NA,7.84,NA,NA
2024-01-11T00:00:00Z,99.1,NA,19.7,NA,7.84,NA,NA
2024-01-12T00:00:00Z,99.1,NA,19.7,NA,7.92,NA,NA
2024-01-13T00:00:00Z,99.2,NA,19.4,NA,7.66,NA,NA
2024-01-14T00:00:00Z,99.3,NA,19.2,NA,7.62,NA,NA
2024-01-15T00:00:00Z,99.4,NA,19.2,NA,7.75,NA,NA
2024-01-16T00:00:00Z,99.4,NA,19.2,NA,7.63,NA,NA
2024-01-17T00:00:00Z,99.4,NA,19.2,NA,7.88,NA,NA
2024-01-18T00:00:00Z,99.4,NA,19.2,NA,7.88,NA,NA
2024-01-19T00:00:00Z,99.5,NA,19.2,NA,7.86,NA,NA
2024-01-20T00:00:00Z,99.5,NA,19.2,NA,7.89,NA,NA
2024-01-21T00:00:00Z,99.5,NA,19.2,NA,7.92,NA,NA
2024-01-22T00:00:00Z,99.5,NA,19.2,NA,8.02,NA,NA
2024-01-23T00:00:00Z,99.6,NA,19.2,NA,8.04,NA,NA
2024-01-24T00:00:00Z,99.6,NA,19.2,NA,8.12,NA,NA
2024-01-25T00:00:00Z,99.6,NA,19.2,NA,8.14,NA,NA
2024-01-26T00:00:00Z,99.6,NA,19.2,NA,8.16,NA,NA
2024-01-27T00:00:00Z,99.5,NA,19.2,NA,8.04,NA,NA
2024-01-28T00:00:00Z,99.4,NA,19.2,NA,7.9,NA,NA
2024-01-29T00:00:00Z,99.2,NA,19.3,NA,8.05,NA,NA
2024-01-30T00:00:00Z,99,NA,19.5,NA,8.11,NA,NA
2024-01-31T00:00:00Z,98.9,NA,19.7,NA,8.08,NA,NA
2024-02-01T00:00:00Z,98.4,NA,19.4,NA,8.14,NA,NA
2024-02-02T00:00:00Z,98.1,NA,19.2,NA,8.1,NA,NA
2024-02-03T00:00:00Z,97.6,NA,19.2,NA,8.21,NA,NA
2024-02-04T00:00:00Z,97.6,NA,19.2,NA,8.11,NA,NA
2024-02-05T00:00:00Z,97.4,NA,19.3,NA,8.09,NA,NA
2024-02-06T00:00:00Z,96.8,NA,19.3,NA,8.12,NA,NA
2024-02-07T00:00:00Z,96.8,NA,19.5,NA,8.19,NA,NA
2024-02-08T00:00:00Z,96.8,NA,19.7,NA,8.26,NA,NA
2024-02-09T00:00:00Z,96.8,NA,19.7,NA,8.25,NA,NA
2024-02-10T00:00:00Z,96.8,NA,19.7,NA,8.29,NA,NA
2024-02-11T00:00:00Z,96.8,NA,19.7,NA,8.35,NA,NA
2024-02-12T00:00:00Z,96.8,NA,19.7,NA,8.25,NA,NA
2024-02-13T00:00:00Z,96.7,NA,19.6,NA,8.31,NA,NA
2024-02-14T00:00:00Z,96.2,NA,19.2,NA,8.27,NA,NA
2024-02-15T00:00:00Z,95.5,NA,19.2,NA,8.34,NA,NA
2024-02-16T00:00:00Z,95.2,NA,19.3,NA,8.22,NA,NA
2024-02-17T00:00:00Z,95.2,NA,19.5,NA,7.67,NA,NA
2024-02-18T00:00:00Z,95.2,NA,19.4,NA,7.6,NA,NA
2024-02-19T00:00:00Z,95.2,NA,19.2,NA,7.69,NA,NA
2024-02-20T00:00:00Z,95.2,NA,19.3,NA,7.68,NA,NA
2024-02-21T00:00:00Z,95.9,NA,19.5,NA,7.54,NA,NA
2024-02-22T00:00:00Z,96,NA,19.6,NA,7.25,NA,NA
2024-02-23T00:00:00Z,96,NA,19.2,NA,7.27,NA,NA
2024-02-24T00:00:00Z,96,NA,19.2,NA,7.69,NA,NA
2024-02-25T00:00:00Z,96,NA,19.2,NA,7.47,NA,NA
2024-02-26T00:00:00Z,96,NA,19.2,NA,7.4,NA,NA
2024-02-27T00:00:00Z,96,NA,19.2,NA,7.42,NA,NA
2024-02-28T00:00:00Z,95.6,NA,19.2,NA,7.41,NA,NA
2024-02-29T00:00:00Z,94.5,NA,19.7,NA,7.35,NA,NA
2024-03-01T00:00:00Z,94.4,NA,19.7,NA,7.23,NA,NA
2024-03-02T00:00:00Z,94.4,NA,19.4,NA,7.11,NA,NA
2024-03-03T00:00:00Z,94.3,NA,19.3,NA,7.14,NA,NA
2024-03-04T00:00:00Z,93.4,NA,19.2,NA,7.12,NA,NA
2024-03-05T00:00:00Z,92.9,NA,19.3,NA,7.25,NA,NA
2024-03-06T00:00:00Z,94.4,NA,19.4,NA,7.35,NA,NA
2024-03-07T00:00:00Z,87.4,NA,19.6,NA,7.4,NA,NA
2024-03-08T00:00:00Z,75,NA,19.6,NA,7.4,NA,NA
2024-03-09T00:00:00Z,70.5,NA,19.2,NA,7.38,NA,NA
2024-03-10T00:00:00Z,68.4,NA,19.2,NA,7.17,NA,NA
2024-03-11T00:00:00Z,67.4,NA,19.2,NA,7.11,NA,NA
2024-03-12T00:00:00Z,78.3,NA,19.3,NA,7.23,NA,NA
2024-03-13T00:00:00Z,81.6,NA,19.7,NA,7.32,NA,NA
2024-03-14T00:00:00Z,77.4,NA,19.7,NA,7.15,NA,NA
2024-03-15T00:00:00Z,76.9,NA,19.2,NA,7.11,NA,NA
2024-03-16T00:00:00Z,79.2,NA,19.2,NA,7.11,NA,NA
2024-03-17T00:00:00Z,89.5,NA,19.2,NA,7.11,NA,NA
2024-03-18T00:00:00Z,95.2,NA,19.2,NA,7.11,NA,NA
2024-03-19T00:00:00Z,95,NA,19.2,NA,7.11,NA,NA
2024-03-20T00:00:00Z,98.2,NA,19.2,NA,7.18,NA,NA
2024-03-21T00:00:00Z,112,NA,19.2,NA,7.25,NA,NA
2024-03-22T00:00:00Z,117,NA,19.2,NA,7.3,NA,NA
2024-03-23T00:00:00Z,125,NA,19.2,NA,7.4,NA,NA
2024-03-24T00:00:00Z,130,NA,19.2,NA,7.4,NA,NA
2024-03-25T00:00:00Z,123,NA,19.1,NA,7.4,NA,NA
2024-03-26T00:00:00Z,106,NA,18.8,NA,7.46,NA,NA
2024-03-27T00:00:00Z,113,NA,18.7,NA,7.49,NA,NA
2024-03-28T00:00:00Z,108,NA,19.4,NA,7.41,NA,NA
2024-03-29T00:00:00Z,119,NA,19.7,NA,7.46,NA,NA
2024-03-30T00:00:00Z,127,NA,19.7,NA,7.54,NA,NA
2024-03-31T00:00:00Z,142,NA,19.7,NA,7.62,NA,NA
2024-04-01T00:00:00Z,157,NA,19.7,NA,7.59,NA,NA
2024-04-02T00:00:00Z,157,NA,19.4,NA,7.44,NA,NA
2024-04-03T00:00:00Z,184,NA,19.2,NA,7.35,NA,NA
2024-04-04T00:00:00Z,207,NA,19.2,NA,6.84,NA,NA
2024-04-05T00:00:00Z,290,NA,19.3,NA,7.34,NA,NA
2024-04-06T00:00:00Z,292,NA,19.2,NA,7.39,NA,NA
2024-04-07T00:00:00Z,200,NA,19.2,NA,7.4,NA,NA
2024-04-08T00:00:00Z,188,NA,19.2,NA,7.46,NA,NA
2024-04-09T00:00:00Z,178,NA,20.1,NA,7.4,NA,NA
2024-04-10T00:00:00Z,211,NA,19.2,NA,7.4,NA,NA
2024-04-11T00:00:00Z,244,NA,19.2,NA,7.38,NA,NA
2024-04-12T00:00:00Z,293,NA,19.4,NA,7.34,NA,NA
2024-04-13T00:00:00Z,375,NA,19.7,NA,7.34,NA,NA
2024-04-14T00:00:00Z,456,NA,19.7,NA,7.32,NA,NA
2024-04-15T00:00:00Z,511,NA,19.9,NA,7.25,NA,NA
2024-04-16T00:00:00Z,436,NA,19.2,NA,7.23,NA,NA
2024-04-17T00:00:00Z,385,NA,19.2,NA,7.11,NA,NA
2024-04-18T00:00:00Z,463,NA,19.2,NA,7.1,NA,NA
2024-04-19T00:00:00Z,409,NA,19.2,NA,7.4,NA,NA
2024-04-20T00:00:00Z,465,NA,19.2,NA,7.4,NA,NA
2024-04-21T00:00:00Z,482,NA,19.2,NA,7.31,NA,NA
2024-04-22T00:00:00Z,532,NA,19.2,NA,7.28,NA,NA
2024-04-23T00:00:00Z,599,NA,19.7,NA,7.33,NA,NA
2024-04-24T00:00:00Z,628,NA,18.9,NA,7.4,NA,NA
2024-04-25T00:00:00Z,710,NA,19.1,NA,7.43,NA,NA
2024-04-26T00:00:00Z,747,NA,19.1,NA,7.44,NA,NA
2024-04-27T00:00:00Z,777,NA,19.1,NA,7.42,NA,NA
2024-04-28T00:00:00Z,638,NA,19.3,NA,7.42,NA,NA
2024-04-29T00:00:00Z,531,NA,19.2,NA,7.41,NA,NA
2024-04-30T00:00:00Z,641,NA,25.9,NA,250,NA,NA
2024-05-01T00:00:00Z,1290,NA,52.7,82.2,602,605.8,NA
2024-05-02T00:00:00Z,1250,NA,50,75.1,596,578.9,NA
2024-05-03T00:00:00Z,1230,NA,53.7,77.7,595,557.3,NA
2024-05-04T00:00:00Z,1180,NA,54.6,79.8,509,591.2,NA
2024-05-05T00:00:00Z,1240,NA,54.4,79.7,555,605.3,NA
2024-05-06T00:00:00Z,1400,NA,51.4,80.8,601,718.2,NA
2024-05-07T00:00:00Z,1280,NA,50.2,78,577,625,NA
2024-05-08T00:00:00Z,1050,NA,51,76.6,436,537.4,NA
2024-05-09T00:00:00Z,911,NA,52.5,77.2,353,480.8,NA
2024-05-10T00:00:00Z,839,NA,53,75.1,318,445.9,NA
2024-05-11T00:00:00Z,815,NA,54.8,75.4,327,412.6,NA
2024-05-12T00:00:00Z,835,NA,55.7,75.5,350,409.5,NA
2024-05-13T00:00:00Z,1020,NA,56.5,76.1,510,433.9,NA
2024-05-14T00:00:00Z,1220,NA,56.9,77.5,653,489.5,NA
2024-05-15T00:00:00Z,1660,NA,157,175,877,608,NA
2024-05-16T00:00:00Z,1750,NA,206,230,798,722,NA
2024-05-17T00:00:00Z,1840,NA,213,234,848,758,NA
2024-05-18T00:00:00Z,2020,NA,213,233,922,865,NA
2024-05-19T00:00:00Z,2100,NA,213,232,946,922,NA
2024-05-20T00:00:00Z,2140,NA,216,226,917,997,NA
2024-05-21T00:00:00Z,2100,NA,221,223,882,995,NA
2024-05-22T00:00:00Z,1700,NA,222,223,642,835,NA
2024-05-23T00:00:00Z,1490,NA,222,221,570,699,NA
2024-05-24T00:00:00Z,1370,NA,223,221,501,648,NA
2024-05-25T00:00:00Z,1280,NA,224,223,482,575,NA
2024-05-26T00:00:00Z,1360,NA,226,227,491,642,NA
2024-05-27T00:00:00Z,1210,NA,226,224,431,555,NA
2024-05-28T00:00:00Z,1190,NA,232,230,440,520,NA
2024-05-29T00:00:00Z,1230,NA,233,229,461,540,NA
2024-05-30T00:00:00Z,1400,NA,233,229,452,719,NA
2024-05-31T00:00:00Z,1530,NA,234,229,440,861,NA
2024-06-01T00:00:00Z,1640,NA,233,228,447,965,NA
2024-06-02T00:00:00Z,1690,NA,234,227,415,1048,NA
2024-06-03T00:00:00Z,1810,NA,234,226,409,1175,NA
2024-06-04T00:00:00Z,1930,NA,234,231,444,1255,NA
2024-06-05T00:00:00Z,2040,NA,283,283,421,1336,NA
2024-06-06T00:00:00Z,2240,NA,350,363,414,1463,NA
2024-06-07T00:00:00Z,2330,NA,375,394,385,1551,NA
2024-06-08T00:00:00Z,2410,NA,378,398,376,1636,NA
2024-06-09T00:00:00Z,2420,NA,379,400,343,1677,NA
2024-06-10T00:00:00Z,2420,NA,474,512,307,1601,NA
2024-06-11T00:00:00Z,2690,NA,795,881,281,1528,NA
2024-06-12T00:00:00Z,2860,NA,954,1060,262,1538,NA
2024-06-13T00:00:00Z,2790,NA,973,1070,235,1485,NA
2024-06-14T00:00:00Z,2790,NA,1070,1130,191,1469,NA
2024-06-15T00:00:00Z,2790,NA,1170,1210,162,1418,NA
2024-06-16T00:00:00Z,2590,NA,1090,1150,157,1283,NA
2024-06-17T00:00:00Z,2450,NA,1090,1150,114,1186,NA
2024-06-18T00:00:00Z,2290,NA,1040,1110,97.4,1082.6,NA
2024-06-19T00:00:00Z,1890,NA,737,824,99.6,966.4,NA
2024-06-20T00:00:00Z,1500,NA,481,538,133,829,NA
2024-06-21T00:00:00Z,1500,NA,494,536,150,814,NA
2024-06-22T00:00:00Z,1750,NA,771,824,132,794,NA
2024-06-23T00:00:00Z,1740,NA,831,892,122,726,NA
2024-06-24T00:00:00Z,1460,NA,646,707,106,647,NA
2024-06-25T00:00:00Z,1090,NA,437,483,96.8,510.20000000000005,NA
2024-06-26T00:00:00Z,965,NA,464,490,107,368,NA
2024-06-27T00:00:00Z,1460,NA,918,948,139,373,NA
2024-06-28T00:00:00Z,1800,NA,1040,1090,107,603,NA
2024-06-29T00:00:00Z,1600,NA,952,999,94.4,506.5999999999999,NA
2024-06-30T00:00:00Z,1290,NA,709,767,86.1,436.9,NA
2024-07-01T00:00:00Z,984,NA,512,553,47.5,383.5,NA
2024-07-02T00:00:00Z,1050,NA,556,601,23.9,425.1,NA
2024-07-03T00:00:00Z,836,NA,372,409,23.3,403.7,NA
2024-07-04T00:00:00Z,514,NA,86.1,93.1,23.5,397.4,NA
2024-07-05T00:00:00Z,397,NA,71.9,65.5,20.2,311.3,NA
2024-07-06T00:00:00Z,321,NA,73.3,65.3,18.4,237.3,NA
2024-07-07T00:00:00Z,274,NA,74.6,65.5,18.5,190,NA
2024-07-08T00:00:00Z,252,NA,74.5,65.5,14.3,172.2,NA
2024-07-09T00:00:00Z,232,NA,74,65.5,11.5,155,NA
2024-07-10T00:00:00Z,198,NA,73.6,68.3,11.5,118.2,NA
2024-07-11T00:00:00Z,181,NA,73.6,67.1,11.5,102.4,NA
2024-07-12T00:00:00Z,163,NA,73.9,65.8,11.5,85.7,NA
2024-07-13T00:00:00Z,151,NA,74,65.5,11.5,74,NA
2024-07-14T00:00:00Z,145,NA,74.1,65.7,11.5,67.8,NA
2024-07-15T00:00:00Z,145,NA,74,67.5,11.5,66,NA
2024-07-16T00:00:00Z,150,NA,74.9,68.7,11.5,69.8,NA
2024-07-17T00:00:00Z,156,NA,73.8,67.4,11.7,76.89999999999999,NA
2024-07-18T00:00:00Z,156,NA,74,66.3,11.6,78.10000000000001,NA
2024-07-19T00:00:00Z,171,NA,75.8,72.6,11.6,86.80000000000001,NA
2024-07-20T00:00:00Z,179,NA,67.6,72.3,11.8,94.9,NA
2024-07-21T00:00:00Z,164,NA,64.6,68.4,11.9,83.69999999999999,NA
2024-07-22T00:00:00Z,167,NA,64.7,67.9,11.9,87.19999999999999,NA
2024-07-23T00:00:00Z,158,NA,65.4,68.4,11.8,77.8,NA
2024-07-24T00:00:00Z,152,NA,69.2,69.6,11.6,70.80000000000001,NA
2024-07-25T00:00:00Z,200,NA,108,108,11.6,80.4,NA
2024-07-26T00:00:00Z,192,NA,99.7,100,11.6,80.4,NA
2024-07-27T00:00:00Z,193,NA,99.7,100,11.6,81.4,NA
2024-07-28T00:00:00Z,185,NA,99.7,99.8,11.6,73.60000000000001,NA
2024-07-29T00:00:00Z,176,NA,99.7,100,11.6,64.4,NA
2024-07-30T00:00:00Z,173,NA,100,101,11.6,60.400000000000006,NA
2024-07-31T00:00:00Z,176,NA,98,99.2,11.7,65.1,NA
2024-08-01T00:00:00Z,152,NA,67.9,70.5,11.8,69.7,NA
2024-08-02T00:00:00Z,142,NA,65.1,67.3,11.6,63.10000000000001,NA
2024-08-03T00:00:00Z,140,NA,64.7,67.1,11.6,61.30000000000001,NA
2024-08-04T00:00:00Z,136,NA,64.8,67.1,11.7,57.2,NA
2024-08-05T00:00:00Z,149,NA,64.7,67.6,11.6,69.80000000000001,NA
2024-08-06T00:00:00Z,152,NA,64.7,67.9,11.6,72.5,NA
2024-08-07T00:00:00Z,152,NA,64.6,68.3,8.08,75.62,NA
2024-08-08T00:00:00Z,146,NA,63.3,67.9,6.3,71.8,NA
2024-08-09T00:00:00Z,150,NA,63.3,68,6.38,75.62,NA
2024-08-10T00:00:00Z,164,NA,63.1,68.6,5.52,89.88000000000001,NA
2024-08-11T00:00:00Z,175,NA,61.4,68.1,5.52,101.38000000000001,NA
2024-08-12T00:00:00Z,185,NA,61.4,66.5,5.53,112.97,NA
2024-08-13T00:00:00Z,168,NA,63.5,67.4,5.53,95.07,NA
2024-08-14T00:00:00Z,167,NA,63.4,69.2,5.54,92.25999999999999,NA
2024-08-15T00:00:00Z,188,NA,62.7,69,5.55,113.45,NA
2024-08-16T00:00:00Z,171,NA,62.3,68,5.66,97.34,NA
2024-08-17T00:00:00Z,156,NA,62.2,68.1,5.78,82.12,NA
2024-08-18T00:00:00Z,155,NA,61.2,69,5.77,80.23,NA
2024-08-19T00:00:00Z,162,NA,67.2,73.5,5.76,82.74,NA
2024-08-20T00:00:00Z,162,NA,70,75.6,5.75,80.65,NA
2024-08-21T00:00:00Z,158,NA,71.5,76.8,5.74,75.46000000000001,NA
2024-08-22T00:00:00Z,161,NA,71.2,77.7,5.73,77.57,NA
2024-08-23T00:00:00Z,169,NA,71.1,78.2,5.72,85.08,NA
2024-08-24T00:00:00Z,171,NA,71.2,77.5,5.71,87.79,NA
2024-08-25T00:00:00Z,164,NA,71.1,77.5,5.7,80.8,NA
2024-08-26T00:00:00Z,180,NA,71.1,77.5,5.69,96.81,NA
2024-08-27T00:00:00Z,169,NA,71.1,77,5.73,86.27,NA
2024-08-28T00:00:00Z,158,NA,71.1,76.3,5.79,75.91,NA
2024-08-29T00:00:00Z,153,NA,71.1,75.5,5.54,71.96,NA
2024-08-30T00:00:00Z,151,NA,71.1,75.5,5.5,70,NA
2024-08-31T00:00:00Z,149,NA,70.9,75.3,5.63,68.07000000000001,NA
2024-09-01T00:00:00Z,140,NA,66,70.7,5.68,63.620000000000005,NA
2024-09-02T00:00:00Z,136,NA,66,70.5,5.76,59.739999999999995,NA
2024-09-03T00:00:00Z,135,NA,66,70.8,5.64,58.56,NA
2024-09-04T00:00:00Z,150,NA,66,70.8,5.59,73.61,NA
2024-09-05T00:00:00Z,177,NA,66,70.4,5.56,101.03999999999999,NA
2024-09-06T00:00:00Z,165,NA,66,70.6,5.83,88.57000000000001,NA
