Date,CR Below WG Flow,FR Above Con,CR Below Lake Granby Flow,CR Near Lake Granby Flow,WC Below Res Flow,AssumedFraserFlow,difference
2022-09-07T00:00:00Z,175,45.807,95.5,97.4,7.91,69.69,-23.882999999999996
2022-09-08T00:00:00Z,173,44.645,95.9,97.2,7.71,68.09,-23.445
2022-09-09T00:00:00Z,171,44.486,95.8,98.4,7.54,65.05999999999999,-20.57399999999999
2022-09-10T00:00:00Z,170,43.902,93.3,98.4,7.57,64.03,-20.128
2022-09-11T00:00:00Z,163,43.201,91.3,97.5,7.68,57.81999999999999,-14.618999999999993
2022-09-12T00:00:00Z,161,43.367,91.3,97.7,7.78,55.519999999999996,-12.152999999999999
2022-09-13T00:00:00Z,167,45.706,90.7,97.9,7.81,61.28999999999999,-15.583999999999989
2022-09-14T00:00:00Z,173,47.606,96,97.7,7.77,67.53,-19.924
2022-09-15T00:00:00Z,175,50.106,96.7,97.3,7.47,70.23,-20.124000000000002
2022-09-16T00:00:00Z,181,52.876,96.2,98.7,7.46,74.84,-21.964000000000006
2022-09-17T00:00:00Z,173,48.146,90.4,93.6,7.44,71.96000000000001,-23.814000000000007
2022-09-18T00:00:00Z,147,42.35,75.1,77.1,7.72,62.18000000000001,-19.830000000000005
2022-09-19T00:00:00Z,137,40.144,74.6,74.6,7.7,54.7,-14.556000000000004
2022-09-20T00:00:00Z,130,38.26,72.8,72.1,7.69,50.21000000000001,-11.95000000000001
2022-09-21T00:00:00Z,131,38.868,72.1,71.1,7.73,52.17,-13.302
2022-09-22T00:00:00Z,137,40.591,72.1,70.3,7.67,59.03,-18.439
2022-09-23T00:00:00Z,136,41.51,72.1,69.5,7.74,58.760000000000005,-17.250000000000007
2022-09-24T00:00:00Z,134,40.265,72.1,69.3,7.79,56.91,-16.644999999999996
2022-09-25T00:00:00Z,132,39.531,71.7,68,7.9,56.099999999999994,-16.568999999999996
2022-09-26T00:00:00Z,127,39.135,62.3,60.6,7.62,58.78,-19.645000000000003
2022-09-27T00:00:00Z,120,38.958,56.6,53.1,7.51,59.39,-20.432000000000002
2022-09-28T00:00:00Z,108,39.051,46.2,45.2,7.5,55.3,-16.248999999999995
2022-09-29T00:00:00Z,99.8,39.293,33.9,37.8,7.36,54.64,-15.347000000000001
2022-09-30T00:00:00Z,82.9,39.609,13.8,22.1,6.48,54.32000000000001,-14.711000000000006
2022-10-01T00:00:00Z,98.4,52.45,18.8,NA,6.33,NA,NA
2022-10-02T00:00:00Z,100,51.701,18.3,NA,6.44,NA,NA
2022-10-03T00:00:00Z,94,NA,18.3,NA,6.57,NA,NA
2022-10-04T00:00:00Z,91.5,46.336,18.3,NA,6.79,NA,NA
2022-10-05T00:00:00Z,88.9,44.505,18.3,NA,7.08,NA,NA
2022-10-06T00:00:00Z,85,41.908,17.9,NA,7.14,NA,NA
2022-10-07T00:00:00Z,83.4,41.147,17.7,NA,7.27,NA,NA
2022-10-08T00:00:00Z,83.3,40.474,17.7,NA,7.3,NA,NA
2022-10-09T00:00:00Z,81,39.926,17.7,NA,7.31,NA,NA
2022-10-10T00:00:00Z,79.9,NA,17.6,NA,7.51,NA,NA
2022-10-11T00:00:00Z,77.9,39.2,17.4,NA,7.3,NA,NA
2022-10-12T00:00:00Z,78.2,39.706,18.7,NA,7.36,NA,NA
2022-10-13T00:00:00Z,81.5,39.354,21.3,NA,7.48,NA,NA
2022-10-14T00:00:00Z,83.5,40.295,21.1,NA,7.46,NA,NA
2022-10-15T00:00:00Z,82.6,40.471,20.8,NA,6.82,NA,NA
2022-10-16T00:00:00Z,74,39.921,20.8,NA,6.83,NA,NA
2022-10-17T00:00:00Z,77.1,NA,20.9,NA,6.81,NA,NA
2022-10-18T00:00:00Z,74.6,40.219,20.9,NA,6.78,NA,NA
2022-10-19T00:00:00Z,72.2,41.358,20.8,NA,6.76,NA,NA
2022-10-20T00:00:00Z,70.1,40.094,20.8,NA,6.74,NA,NA
2022-10-21T00:00:00Z,70.3,39.98,20.8,NA,6.71,NA,NA
2022-10-22T00:00:00Z,72,41.07,20.8,NA,6.69,NA,NA
2022-10-23T00:00:00Z,72.5,41.08,20.8,NA,6.65,NA,NA
2022-10-24T00:00:00Z,72.1,41.611,20.8,NA,6.53,NA,NA
2022-10-25T00:00:00Z,69.1,40.023,20.8,NA,6.49,NA,NA
2022-10-26T00:00:00Z,75.2,43.527,20.8,NA,6.32,NA,NA
2022-10-27T00:00:00Z,83.3,48.065,20.8,NA,6.31,NA,NA
2022-10-28T00:00:00Z,82.1,45.884,20.8,NA,6.85,NA,NA
2022-10-29T00:00:00Z,83.2,41.872,20.8,NA,6.82,NA,NA
2022-10-30T00:00:00Z,87.2,44.278,20.8,NA,6.8,NA,NA
2022-10-31T00:00:00Z,99.1,55.263,20.8,NA,6.77,NA,NA
2022-11-01T00:00:00Z,97.7,52.266,20.8,NA,6.75,NA,NA
2022-11-02T00:00:00Z,106,59.101,20.8,NA,6.73,NA,NA
2022-11-03T00:00:00Z,104,58.431,20.8,NA,6.71,NA,NA
2022-11-04T00:00:00Z,101,56.064,20.8,NA,6.68,NA,NA
2022-11-05T00:00:00Z,90.8,47.148,20.7,NA,6.64,NA,NA
2022-11-06T00:00:00Z,92.8,49.175,20.6,NA,6.44,NA,NA
2022-11-07T00:00:00Z,90,47.524,20.9,NA,6.5,NA,NA
2022-11-08T00:00:00Z,95.6,51.366,21.2,NA,6.54,NA,NA
2022-11-09T00:00:00Z,95.2,45.845,21.3,NA,6.43,NA,NA
2022-11-10T00:00:00Z,95.9,34.886,20.9,NA,6.44,NA,NA
2022-11-11T00:00:00Z,86.1,34.886,20.8,NA,6.48,NA,NA
2022-11-12T00:00:00Z,79.5,34.886,20.8,NA,6.49,NA,NA
2022-11-13T00:00:00Z,89.1,34.886,20.8,NA,6.48,NA,NA
2022-11-14T00:00:00Z,89.4,34.884,20.8,NA,6.46,NA,NA
2022-11-15T00:00:00Z,85.6,34.883,19.9,NA,6.44,NA,NA
2022-11-16T00:00:00Z,84.2,34.883,19.7,NA,6.41,NA,NA
2022-11-17T00:00:00Z,81.1,NA,19.7,NA,6.16,NA,NA
2022-11-18T00:00:00Z,78.6,NA,19.8,NA,5.79,NA,NA
2022-11-19T00:00:00Z,77.9,NA,19.6,NA,6.3,NA,NA
2022-11-20T00:00:00Z,77.5,NA,18.8,NA,6.18,NA,NA
2022-11-21T00:00:00Z,77.3,NA,18.8,NA,6.36,NA,NA
2022-11-22T00:00:00Z,77.3,NA,18.8,NA,6.28,NA,NA
2022-11-23T00:00:00Z,77.6,NA,18.9,NA,6.26,NA,NA
2022-11-24T00:00:00Z,78.2,NA,18.9,NA,6.24,NA,NA
2022-11-25T00:00:00Z,78.5,NA,18.9,NA,6.22,NA,NA
2022-11-26T00:00:00Z,78.5,NA,19,NA,6.21,NA,NA
2022-11-27T00:00:00Z,78.5,NA,19,NA,6.17,NA,NA
2022-11-28T00:00:00Z,78.5,NA,19,NA,6.17,NA,NA
2022-11-29T00:00:00Z,78.3,NA,20.4,NA,6.2,NA,NA
2022-11-30T00:00:00Z,77.7,NA,20.8,NA,6.27,NA,NA
2022-12-01T00:00:00Z,77.1,NA,20.4,NA,6.37,NA,NA
2022-12-02T00:00:00Z,76.8,NA,20.4,NA,6.27,NA,NA
2022-12-03T00:00:00Z,76.4,NA,19.7,NA,5.76,NA,NA
2022-12-04T00:00:00Z,75.8,NA,19.7,NA,5.76,NA,NA
2022-12-05T00:00:00Z,75.5,NA,20,NA,5.81,NA,NA
2022-12-06T00:00:00Z,75.2,NA,20.3,NA,5.92,NA,NA
2022-12-07T00:00:00Z,75,NA,20.4,NA,5.9,NA,NA
2022-12-08T00:00:00Z,74.7,NA,20.4,NA,6.67,NA,NA
2022-12-09T00:00:00Z,74.5,NA,20.2,NA,6.79,NA,NA
2022-12-10T00:00:00Z,74.3,NA,19.9,NA,6.78,NA,NA
2022-12-11T00:00:00Z,74.1,NA,20,NA,6.58,NA,NA
2022-12-12T00:00:00Z,74,NA,20,NA,6.64,NA,NA
2022-12-13T00:00:00Z,74,NA,19.2,NA,6.65,NA,NA
2022-12-14T00:00:00Z,74.2,NA,19,NA,6.66,NA,NA
2022-12-15T00:00:00Z,74.9,NA,19,NA,6.7,NA,NA
2022-12-16T00:00:00Z,75.9,NA,19.1,NA,6.69,NA,NA
2022-12-17T00:00:00Z,76.9,NA,19.1,NA,6.68,NA,NA
2022-12-18T00:00:00Z,77.5,NA,19.1,NA,6.67,NA,NA
2022-12-19T00:00:00Z,77.8,NA,19.2,NA,6.67,NA,NA
2022-12-20T00:00:00Z,77.9,NA,19.2,NA,6.73,NA,NA
2022-12-21T00:00:00Z,77.9,NA,20.3,NA,6.81,NA,NA
2022-12-22T00:00:00Z,77.8,NA,20.5,NA,6.64,NA,NA
2022-12-23T00:00:00Z,77.6,NA,20.3,NA,6.63,NA,NA
2022-12-24T00:00:00Z,77.3,NA,20.4,NA,6.63,NA,NA
2022-12-25T00:00:00Z,77,NA,20.4,NA,6.73,NA,NA
2022-12-26T00:00:00Z,76.6,NA,20.4,NA,6.61,NA,NA
2022-12-27T00:00:00Z,76.2,NA,20.5,NA,6.56,NA,NA
2022-12-28T00:00:00Z,75.9,NA,20.5,NA,6.59,NA,NA
2022-12-29T00:00:00Z,75.5,NA,20.6,NA,6.58,NA,NA
2022-12-30T00:00:00Z,75.1,NA,20.6,NA,6.57,NA,NA
2022-12-31T00:00:00Z,74.8,NA,20.8,NA,6.57,NA,NA
2023-01-01T00:00:00Z,74.5,NA,20.6,NA,6.56,NA,NA
2023-01-02T00:00:00Z,74.3,NA,20.7,NA,6.55,NA,NA
2023-01-03T00:00:00Z,74.1,NA,20.7,NA,6.54,NA,NA
2023-01-04T00:00:00Z,73.9,NA,20.7,NA,6.53,NA,NA
2023-01-05T00:00:00Z,73.7,NA,20.8,NA,6.52,NA,NA
2023-01-06T00:00:00Z,73.5,NA,20.8,NA,6.51,NA,NA
2023-01-07T00:00:00Z,73.2,NA,19.8,NA,6.51,NA,NA
2023-01-08T00:00:00Z,72.7,NA,19.6,NA,6.5,NA,NA
2023-01-09T00:00:00Z,72.1,NA,19.6,NA,6.49,NA,NA
2023-01-10T00:00:00Z,71.5,NA,19.6,NA,6.49,NA,NA
2023-01-11T00:00:00Z,70.5,NA,22.3,NA,6.47,NA,NA
2023-01-12T00:00:00Z,69.3,NA,19.5,NA,6.54,NA,NA
2023-01-13T00:00:00Z,67.9,NA,19.5,NA,6.58,NA,NA
2023-01-14T00:00:00Z,66.4,NA,19.5,NA,6.73,NA,NA
2023-01-15T00:00:00Z,64.5,NA,19.4,NA,6.61,NA,NA
2023-01-16T00:00:00Z,62.6,NA,19.4,NA,6.43,NA,NA
2023-01-17T00:00:00Z,61.1,NA,19.4,NA,6.18,NA,NA
2023-01-18T00:00:00Z,60.3,NA,19.3,NA,6.18,NA,NA
2023-01-19T00:00:00Z,59.8,NA,19.3,NA,6.24,NA,NA
2023-01-20T00:00:00Z,59.3,NA,19.3,NA,6.12,NA,NA
2023-01-21T00:00:00Z,58.8,NA,19.3,NA,6.11,NA,NA
2023-01-22T00:00:00Z,58.4,NA,19.2,NA,5.98,NA,NA
2023-01-23T00:00:00Z,58,NA,19.2,NA,6.29,NA,NA
2023-01-24T00:00:00Z,57.6,NA,19.2,NA,6.2,NA,NA
2023-01-25T00:00:00Z,57.3,NA,20,NA,6.08,NA,NA
2023-01-26T00:00:00Z,57.3,NA,20.2,NA,6.32,NA,NA
2023-01-27T00:00:00Z,57.4,NA,20.1,NA,6.7,NA,NA
2023-01-28T00:00:00Z,57.7,NA,20.1,NA,6.71,NA,NA
2023-01-29T00:00:00Z,58.3,NA,20.1,NA,6.72,NA,NA
2023-01-30T00:00:00Z,59.6,NA,20,NA,6.74,NA,NA
2023-01-31T00:00:00Z,63.3,NA,20,NA,6.75,NA,NA
2023-02-01T00:00:00Z,66.3,NA,20,NA,7.8,NA,NA
2023-02-02T00:00:00Z,68.9,NA,19.9,NA,7.95,NA,NA
2023-02-03T00:00:00Z,71,NA,19.9,NA,8.02,NA,NA
2023-02-04T00:00:00Z,72.4,NA,19.5,NA,8.18,NA,NA
2023-02-05T00:00:00Z,73.3,NA,19.4,NA,8.3,NA,NA
2023-02-06T00:00:00Z,73.5,NA,19.5,NA,7.82,NA,NA
2023-02-07T00:00:00Z,73.5,NA,20.2,NA,7.71,NA,NA
2023-02-08T00:00:00Z,73.2,NA,19.3,NA,7.73,NA,NA
2023-02-09T00:00:00Z,73,NA,19.2,NA,7.74,NA,NA
2023-02-10T00:00:00Z,72.7,NA,19.2,NA,7.78,NA,NA
2023-02-11T00:00:00Z,72.4,NA,19.2,NA,7.82,NA,NA
2023-02-12T00:00:00Z,72.1,NA,19.1,NA,7.89,NA,NA
2023-02-13T00:00:00Z,72,NA,19.1,NA,7.9,NA,NA
2023-02-14T00:00:00Z,71.9,NA,19.1,NA,8.33,NA,NA
2023-02-15T00:00:00Z,71.9,NA,19,NA,8.13,NA,NA
2023-02-16T00:00:00Z,71.9,NA,19,NA,8.13,NA,NA
2023-02-17T00:00:00Z,72,NA,19,NA,8.15,NA,NA
2023-02-18T00:00:00Z,72.1,NA,19,NA,8.16,NA,NA
2023-02-19T00:00:00Z,72.3,NA,18.9,NA,8.17,NA,NA
2023-02-20T00:00:00Z,72.5,NA,18.9,NA,8.19,NA,NA
2023-02-21T00:00:00Z,72.8,NA,18.9,NA,8.21,NA,NA
2023-02-22T00:00:00Z,73.1,NA,19.7,NA,8.24,NA,NA
2023-02-23T00:00:00Z,73.5,NA,19.4,NA,8.23,NA,NA
2023-02-24T00:00:00Z,73.9,NA,19.4,NA,8.32,NA,NA
2023-02-25T00:00:00Z,74.4,NA,19.4,NA,8.5,NA,NA
2023-02-26T00:00:00Z,75.1,NA,19.4,NA,8.47,NA,NA
2023-02-27T00:00:00Z,75.8,NA,19.5,NA,8.58,NA,NA
2023-02-28T00:00:00Z,76.5,NA,19.4,NA,8.54,NA,NA
2023-03-01T00:00:00Z,77,NA,18.7,NA,8.29,NA,NA
2023-03-02T00:00:00Z,77.4,NA,19.1,NA,8.3,NA,NA
2023-03-03T00:00:00Z,77.8,NA,19.2,NA,7.72,NA,NA
2023-03-04T00:00:00Z,78.3,NA,19.2,NA,7.33,NA,NA
2023-03-05T00:00:00Z,78.9,NA,19.2,NA,7.39,NA,NA
2023-03-06T00:00:00Z,79.5,NA,19.2,NA,7.39,NA,NA
2023-03-07T00:00:00Z,80.1,NA,19.2,NA,7.4,NA,NA
2023-03-08T00:00:00Z,80.8,NA,19.2,NA,7.4,NA,NA
2023-03-09T00:00:00Z,81.4,NA,18.7,NA,7.42,NA,NA
2023-03-10T00:00:00Z,82.2,NA,18.7,NA,7.53,NA,NA
2023-03-11T00:00:00Z,82.8,NA,18.7,NA,7.45,NA,NA
2023-03-12T00:00:00Z,83.2,NA,18.7,NA,7.39,NA,NA
2023-03-13T00:00:00Z,83.5,NA,18.8,NA,7.4,NA,NA
2023-03-14T00:00:00Z,83.8,NA,19,NA,7.4,NA,NA
2023-03-15T00:00:00Z,83.7,NA,18.8,NA,7.24,NA,NA
2023-03-16T00:00:00Z,82.4,NA,18.7,NA,7.19,NA,NA
2023-03-17T00:00:00Z,79,NA,18.7,NA,7.24,NA,NA
2023-03-18T00:00:00Z,74,NA,18.7,NA,7.28,NA,NA
2023-03-19T00:00:00Z,66.9,NA,18.7,NA,7.33,NA,NA
2023-03-20T00:00:00Z,62.6,NA,18.6,NA,7.38,NA,NA
2023-03-21T00:00:00Z,63.1,NA,18.7,NA,7.29,NA,NA
2023-03-22T00:00:00Z,61.8,NA,18.7,NA,7.19,NA,NA
2023-03-23T00:00:00Z,60,NA,19.1,NA,7.12,NA,NA
2023-03-24T00:00:00Z,58.4,NA,19.2,NA,7.15,NA,NA
2023-03-25T00:00:00Z,58.6,NA,19.2,NA,7.04,NA,NA
2023-03-26T00:00:00Z,58.8,NA,19.2,NA,7.11,NA,NA
2023-03-27T00:00:00Z,57.7,NA,19.2,NA,7.09,NA,NA
2023-03-28T00:00:00Z,60.2,NA,19.2,NA,7.02,NA,NA
2023-03-29T00:00:00Z,57.1,NA,19.2,NA,7.1,NA,NA
2023-03-30T00:00:00Z,58.9,NA,19.2,NA,7.09,NA,NA
2023-03-31T00:00:00Z,59.9,NA,19.2,NA,7.1,NA,NA
2023-04-01T00:00:00Z,59.6,NA,19.2,NA,7.11,NA,NA
2023-04-02T00:00:00Z,65.9,NA,19.2,NA,7.12,NA,NA
2023-04-03T00:00:00Z,77.1,NA,19.2,NA,7.11,NA,NA
2023-04-04T00:00:00Z,88.4,NA,19.2,NA,7.11,NA,NA
2023-04-05T00:00:00Z,77.4,NA,19.2,NA,7.11,NA,NA
2023-04-06T00:00:00Z,74.3,NA,19.2,NA,7.11,NA,NA
2023-04-07T00:00:00Z,77.3,NA,19.2,NA,7.11,NA,NA
2023-04-08T00:00:00Z,87,NA,19.2,NA,7.14,NA,NA
2023-04-09T00:00:00Z,94.5,NA,18.7,NA,7.11,NA,NA
2023-04-10T00:00:00Z,118,NA,18.7,NA,7.36,NA,NA
2023-04-11T00:00:00Z,159,NA,19.8,NA,7.38,NA,NA
2023-04-12T00:00:00Z,213,NA,18.7,NA,7.32,NA,NA
2023-04-13T00:00:00Z,288,NA,18.7,NA,7.33,NA,NA
2023-04-14T00:00:00Z,292,NA,18.7,NA,7.32,NA,NA
2023-04-15T00:00:00Z,222,NA,18.9,NA,7.23,NA,NA
2023-04-16T00:00:00Z,195,NA,19.2,NA,7.27,NA,NA
2023-04-17T00:00:00Z,237,NA,19.2,NA,7.35,NA,NA
2023-04-18T00:00:00Z,303,NA,19.2,NA,7.4,NA,NA
2023-04-19T00:00:00Z,349,NA,19.2,NA,7.38,NA,NA
2023-04-20T00:00:00Z,275,NA,21.1,NA,7.76,NA,NA
2023-04-21T00:00:00Z,212,NA,19.3,NA,7.06,NA,NA
2023-04-22T00:00:00Z,189,NA,19.2,NA,7.12,NA,NA
2023-04-23T00:00:00Z,183,NA,19.3,NA,7.11,NA,NA
2023-04-24T00:00:00Z,221,NA,19.5,NA,7.11,NA,NA
2023-04-25T00:00:00Z,289,NA,19.7,NA,7.11,NA,NA
2023-04-26T00:00:00Z,307,NA,19.7,NA,7.13,NA,NA
2023-04-27T00:00:00Z,371,NA,19.7,NA,7.28,NA,NA
2023-04-28T00:00:00Z,397,NA,19.7,NA,7.35,NA,NA
2023-04-29T00:00:00Z,377,NA,19.7,NA,7.24,NA,NA
2023-04-30T00:00:00Z,406,NA,23.6,NA,7.17,NA,NA
2023-05-01T00:00:00Z,531,NA,60,82.9,7.27,440.83,NA
2023-05-02T00:00:00Z,740,NA,60.1,83.5,251,405.5,NA
2023-05-03T00:00:00Z,1120,NA,61.1,82.3,546,491.70000000000005,NA
2023-05-04T00:00:00Z,1500,NA,61.3,84.5,880,535.5,NA
2023-05-05T00:00:00Z,1500,NA,61.5,82.6,745,672.4,NA
2023-05-06T00:00:00Z,1250,NA,64.4,82.3,586,581.7,NA
2023-05-07T00:00:00Z,1090,NA,67.6,84.2,456,549.8,NA
2023-05-08T00:00:00Z,950,NA,67.7,83.3,403,463.7,NA
2023-05-09T00:00:00Z,1030,NA,68.2,82.7,543,404.29999999999995,NA
2023-05-10T00:00:00Z,1380,NA,68.5,83.8,769,527.2,NA
2023-05-11T00:00:00Z,1900,NA,67.6,89.7,872,938.3,NA
2023-05-12T00:00:00Z,2140,NA,67.2,85.7,870,1184.3,NA
2023-05-13T00:00:00Z,1820,NA,67.2,83.2,764,972.8,NA
2023-05-14T00:00:00Z,1590,NA,68.5,81.6,689,819.4,NA
2023-05-15T00:00:00Z,1550,NA,71.7,83.8,662,804.2,NA
2023-05-16T00:00:00Z,1470,NA,71.2,83.4,580,806.6,NA
2023-05-17T00:00:00Z,1480,NA,71.2,82.7,559,838.3,NA
2023-05-18T00:00:00Z,1500,NA,71.2,83,478,939,NA
2023-05-19T00:00:00Z,1540,NA,71.2,82.9,408,1049.1,NA
2023-05-20T00:00:00Z,1470,NA,72.2,82,366,1022,NA
2023-05-21T00:00:00Z,1300,NA,73.1,82.2,235,982.8,NA
2023-05-22T00:00:00Z,1350,NA,73.9,82.9,293,974.1,NA
2023-05-23T00:00:00Z,1380,NA,73.9,83.6,272,1024.4,NA
2023-05-24T00:00:00Z,1430,NA,74.1,84.4,305,1040.6,NA
2023-05-25T00:00:00Z,1270,NA,76.7,83.2,232,954.8,NA
2023-05-26T00:00:00Z,1280,NA,84,82.8,232,965.2,NA
2023-05-27T00:00:00Z,1200,NA,82,85.8,168,946.2,NA
2023-05-28T00:00:00Z,1070,NA,79.9,83,127,860,NA
2023-05-29T00:00:00Z,996,NA,84.9,83,79.5,833.5,NA
2023-05-30T00:00:00Z,990,NA,85.8,85.2,27.4,877.4,NA
2023-05-31T00:00:00Z,904,NA,79.1,81.8,8.05,814.15,NA
2023-06-01T00:00:00Z,890,NA,72.6,77,7.69,805.31,NA
2023-06-02T00:00:00Z,940,NA,66.1,77.4,36.1,826.5,NA
2023-06-03T00:00:00Z,892,NA,69,73,14.3,804.7,NA
2023-06-04T00:00:00Z,839,NA,63.7,75.1,7.54,756.36,NA
2023-06-05T00:00:00Z,800,NA,67.8,70.8,7.8,721.4,NA
2023-06-06T00:00:00Z,764,NA,70.3,69.6,8.05,686.35,NA
2023-06-07T00:00:00Z,879,NA,64.1,74.2,64.8,740,NA
2023-06-08T00:00:00Z,1440,NA,64.6,66.5,328,1045.5,NA
2023-06-09T00:00:00Z,1370,NA,70.2,65.8,323,981.2,NA
2023-06-10T00:00:00Z,1250,NA,73.2,64.7,303,882.3,NA
2023-06-11T00:00:00Z,1180,NA,76,64.5,283,832.5,NA
2023-06-12T00:00:00Z,1230,NA,132,98.6,295,836.4,NA
2023-06-13T00:00:00Z,1550,NA,441,441,279,830,NA
2023-06-14T00:00:00Z,1660,NA,513,544,287,829,NA
2023-06-15T00:00:00Z,1730,NA,563,604,256,870,NA
2023-06-16T00:00:00Z,1970,NA,776,825,283,862,NA
2023-06-17T00:00:00Z,2250,NA,954,1030,252,968,NA
2023-06-18T00:00:00Z,1950,NA,799,853,221,876,NA
2023-06-19T00:00:00Z,1670,NA,696,713,212,745,NA
2023-06-20T00:00:00Z,2040,NA,1150,1170,208,662,NA
2023-06-21T00:00:00Z,2750,NA,1600,1660,201,889,NA
2023-06-22T00:00:00Z,2960,NA,1780,1870,199,891,NA
2023-06-23T00:00:00Z,3290,NA,2010,2170,172,948,NA
2023-06-24T00:00:00Z,3160,NA,1940,2050,158,952,NA
2023-06-25T00:00:00Z,2890,NA,1780,1800,159,931,NA
2023-06-26T00:00:00Z,2480,NA,1320,1320,143,1017,NA
2023-06-27T00:00:00Z,1760,NA,794,750,142,868,NA
2023-06-28T00:00:00Z,1680,NA,795,746,131,803,NA
2023-06-29T00:00:00Z,1770,NA,969,902,119,749,NA
2023-06-30T00:00:00Z,1970,NA,1120,1060,127,783,NA
2023-07-01T00:00:00Z,1940,NA,1120,1060,127,753,NA
2023-07-02T00:00:00Z,1900,NA,1120,1060,120,720,NA
2023-07-03T00:00:00Z,1660,NA,904,859,106,695,NA
2023-07-04T00:00:00Z,1250,NA,598,558,82.7,609.3,NA
2023-07-05T00:00:00Z,1080,NA,409,377,104,599,NA
2023-07-06T00:00:00Z,821,NA,239,192,86,543,NA
2023-07-07T00:00:00Z,810,NA,294,238,108,464,NA
2023-07-08T00:00:00Z,870,NA,353,319,95.8,455.2,NA
2023-07-09T00:00:00Z,839,NA,385,363,82.1,393.9,NA
2023-07-10T00:00:00Z,870,NA,429,417,80.9,372.1,NA
2023-07-11T00:00:00Z,853,NA,431,417,76.3,359.7,NA
2023-07-12T00:00:00Z,813,NA,432,428,58.6,326.4,NA
2023-07-13T00:00:00Z,799,NA,432,432,58.8,308.2,NA
2023-07-14T00:00:00Z,677,NA,353,358,59,260,NA
2023-07-15T00:00:00Z,438,NA,196,203,50.4,184.6,NA
2023-07-16T00:00:00Z,308,NA,160,167,52.9,88.1,NA
2023-07-17T00:00:00Z,256,NA,127,140,48.8,67.19999999999999,NA
2023-07-18T00:00:00Z,193,NA,74,82.2,26.5,84.3,NA
2023-07-19T00:00:00Z,191,NA,73.9,81.7,9.9,99.39999999999999,NA
2023-07-20T00:00:00Z,294,NA,81.9,90,10.4,193.6,NA
2023-07-21T00:00:00Z,258,NA,82.1,89.4,10.6,158,NA
2023-07-22T00:00:00Z,202,NA,78,84.1,10.7,107.2,NA
2023-07-23T00:00:00Z,185,NA,76,82.5,10.9,91.6,NA
2023-07-24T00:00:00Z,183,NA,75.6,81.4,8.93,92.66999999999999,NA
2023-07-25T00:00:00Z,171,NA,76.3,81.2,9.49,80.31,NA
2023-07-26T00:00:00Z,190,NA,76.5,80.9,10.2,98.89999999999999,NA
2023-07-27T00:00:00Z,164,NA,73.8,78.5,9.89,75.61,NA
2023-07-28T00:00:00Z,170,NA,73.4,77.5,9.88,82.62,NA
2023-07-29T00:00:00Z,168,NA,71.8,75.5,9.88,82.62,NA
2023-07-30T00:00:00Z,158,NA,71.1,73.8,9.88,74.32000000000001,NA
2023-07-31T00:00:00Z,155,NA,71.1,73.6,9.88,71.52000000000001,NA
2023-08-01T00:00:00Z,181,NA,71.1,74.8,9.88,96.32000000000001,NA
2023-08-02T00:00:00Z,211,NA,70.6,75,9.88,126.12,NA
2023-08-03T00:00:00Z,205,NA,69.8,74.9,9.87,120.22999999999999,NA
2023-08-04T00:00:00Z,185,NA,69.8,73,9.7,102.3,NA
2023-08-05T00:00:00Z,170,NA,69.8,72.8,9.74,87.46000000000001,NA
2023-08-06T00:00:00Z,167,NA,69.8,72.7,9.87,84.42999999999999,NA
2023-08-07T00:00:00Z,169,NA,70.3,72.1,9.88,87.02000000000001,NA
2023-08-08T00:00:00Z,166,NA,71.1,72.6,9.89,83.51,NA
2023-08-09T00:00:00Z,164,NA,71.1,72.2,9.91,81.89,NA
2023-08-10T00:00:00Z,163,NA,70.5,72.8,10.1,80.10000000000001,NA
2023-08-11T00:00:00Z,169,NA,69.9,71.9,10.2,86.89999999999999,NA
2023-08-12T00:00:00Z,169,NA,69.8,72.3,10.2,86.5,NA
2023-08-13T00:00:00Z,166,NA,69.8,71.7,10.2,84.1,NA
2023-08-14T00:00:00Z,156,NA,69,71.3,5.57,79.13,NA
2023-08-15T00:00:00Z,144,NA,68.6,71.1,3.6,69.30000000000001,NA
2023-08-16T00:00:00Z,151,NA,72.3,71,3.86,76.14,NA
2023-08-17T00:00:00Z,171,NA,117,109,4,58,NA
2023-08-18T00:00:00Z,181,NA,112,105,4,72,NA
2023-08-19T00:00:00Z,183,NA,112,106,4.01,72.99,NA
2023-08-20T00:00:00Z,187,NA,114,107,4.11,75.89,NA
2023-08-21T00:00:00Z,180,NA,112,105,4.21,70.79,NA
2023-08-22T00:00:00Z,172,NA,113,105,4.23,62.769999999999996,NA
2023-08-23T00:00:00Z,175,NA,112,104,4.23,66.77,NA
2023-08-24T00:00:00Z,183,NA,112,106,3.99,73.01,NA
2023-08-25T00:00:00Z,234,NA,111,107,3.97,123.03,NA
2023-08-26T00:00:00Z,261,NA,110,105,4.02,151.98000000000002,NA
2023-08-27T00:00:00Z,238,NA,110,106,4.01,127.99,NA
2023-08-28T00:00:00Z,221,NA,109,103,4,114,NA
2023-08-29T00:00:00Z,206,NA,108,101,4,101,NA
2023-08-30T00:00:00Z,194,NA,108,101,4,89,NA
2023-08-31T00:00:00Z,189,NA,103,99.8,4,85.2,NA
2023-09-01T00:00:00Z,156,NA,54.9,54.3,4.01,97.69,NA
2023-09-02T00:00:00Z,133,NA,55.4,54.7,4.05,74.25,NA
